"","Price","Living.area","bedrooms","bathrooms","year","garage"
"733",574500,2990,4,3,2000,2
"734",415000,1584,3,2,1951,2
"735",449000,2400,4,2.5,1935,0
"736",498900,1864,5,3,1946,1
"737",450000,1664,3,3,1950,1
"738",379900,2597,5,3,1920,0
"739",219400,2000,4,2,2002,1
"740",289900,3527,6,4.5,1995,2
"741",250000,1218,3,1,1947,0
"742",399000,2446,3,1.5,1985,0
"743",399000,1040,3,1,1967,0
"744",399000,1500,2,1,1956,0
"745",398800,1890,4,3,1952,0
"746",395000,1646,4,3,1968,1
"747",378800,1722,3,2.5,1984,1
"748",749000,1926,4,2.5,1927,1
"749",829000,2000,3,2,1930,1
"750",898000,1530,3,2.5,1948,1
"751",699000,1600,2,2.5,1953,1
"752",799000,1863,4,2.5,1931,1
"753",668000,1350,3,2,1940,1
"754",699000,1317,3,1,1928,1
"755",565000,4200,6,3.5,1989,2
"756",629000,2300,4,2.5,2009,1
"757",649000,2382,4,2.5,2009,2
"758",490000,2382,4,2.5,2009,2
"759",1199000,3806,6,3.5,1925,2
"760",1400000,5000,5,4,2009,3
"761",1395000,3789,5,3.5,1951,2
"762",619900,3000,4,3,2005,3
"763",849000,3300,4,4,2007,3
"764",845000,2450,3,3,2005,3
"765",899900,2938,4,3,2002,4
"766",629000,2790,3,2,2005,3
"767",585000,1700,3,3,1985,1
"768",449900,1728,3,3,1960,0
"769",495000,2387,4,3,2004,0
"770",489900,896,3,3.5,1925,0
"771",549000,2187,3,3.5,2004,0
"772",369000,1258,4,3,2000,0
"773",225777,2532,5,2,1900,0
"774",215100,1800,3,2,1945,0
"775",253500,2100,3,3,1929,0
"776",259000,1300,2,1,1939,0
"777",261900,1900,5,1.5,1904,1
"778",799000,4000,3,2.5,1962,2
"779",810000,2800,4,3,1965,0
"780",825000,2900,4,2.5,1997,0
"781",949000,2850,4,3,1929,2
"782",869000,2500,4,2.5,1960,0
"783",1277000,3500,3,4,1927,4
"784",1450000,1782,2,2,1948,0
"785",439000,4400,5,3.5,1915,2
"786",378000,4800,6,4,1917,2
"787",290000,3300,5,3.5,1924,2
"788",249800,3652,5,4,1909,2
"789",539000,3100,3,3,1980,2
"790",575000,4200,3,3.5,2006,2
"791",598900,1274,2,1.5,1972,2
"792",399999,2340,4,2.5,1995,2
"793",290000,1438,3,1.5,1962,1
"794",399900,1608,5,2,1959,0
"795",399900,1988,3,2.5,1995,2
"796",219000,1870,3,2.5,2003,2
"797",269900,2505,4,2.5,1989,2
"798",269900,2825,4,2.5,1989,2
"799",269900,2956,4,2.5,1987,2
"800",2e+05,2000,4,2.5,2007,2
"801",209900,2750,4,2.5,1972,2
"802",399900,1761,4,2.5,1990,2
"803",499000,1931,3,2.5,2004,1
"804",459000,2700,4,2.5,2008,2
"805",399000,1405,4,2.5,1993,1
"806",479000,1971,4,4,1950,1
"807",129900,1122,3,1,1910,0
"808",135000,736,2,1.5,1946,1
"809",137000,1884,3,1.5,1970,1
"810",142900,1136,3,1,1880,0
"811",155000,948,2,1,1920,1
"812",159900,1722,3,1.5,1954,0
"813",260000,2400,4,2.5,1990,2
"814",239000,2763,4,2.5,2000,2
"815",224900,2200,4,2.5,2008,2
"816",222990,3060,4,2.5,2009,2
"817",217900,2118,4,2.5,1978,2
"818",324900,2500,4,2.5,2003,2
"819",189900,2600,3,2.5,1981,2
"820",185000,2800,4,2.5,1978,2
"821",159900,2300,3,2,1993,0
"822",299000,3500,4,2.5,2006,2
"823",259000,2800,5,4,1989,2
"824",1200000,3300,4,4,1991,2
"825",950000,2400,4,3,1983,0
"826",1290000,4000,5,5.5,2006,3
"827",1325000,3500,4,2.5,2007,2
"828",979000,2500,4,3,1986,0
"829",1395000,2800,4,3.5,2007,1
"830",6e+05,4390,4,3.5,2004,3
"831",589900,3600,4,2.5,2008,3
"832",499900,3600,4,3.5,2006,3
"833",469900,3790,4,3,2007,3
"834",449900,3500,4,2.5,2008,2
"835",599900,3700,4,3.5,2008,3
"836",389900,2725,3,3,1996,3
"837",575000,1900,3,2,1977,2
"838",630000,1900,4,2,1979,3
"839",690000,1720,3,2,1979,2
"840",712000,2057,4,2,1981,2
"841",784000,2045,4,2,1981,2
"842",765000,2045,4,2,1981,2
"843",750000,2425,4,2.5,1979,2
"844",795000,2300,4,3,2003,1
"845",789000,1310,3,2,1971,2
"846",725000,910,3,1,1937,1
"847",649000,1650,4,2,1961,2
"848",715000,1105,3,2,1954,2
"849",439900,3200,4,2.5,2008,2
"850",399900,3700,4,2.5,1986,2
"851",344900,3700,4,4,1991,2
"852",329000,3092,4,2.5,1990,2
"853",359900,3128,5,3.5,2005,2
"854",229900,1254,3,1.5,1921,0
"855",289900,1344,3,2,1959,2
"856",274900,1396,3,1,1949,0
"857",249999,1421,4,1,1955,0
"858",269900,1130,3,2,1939,0
"859",329000,2310,4,2,1882,1
"860",324900,4100,6,3.5,1995,2
"861",235000,3142,4,1.5,1861,0
"862",335000,1630,3,1.5,1975,2
"863",325000,2284,3,2.5,1933,2
"864",299900,2432,4,2.5,2004,2
"865",149000,2184,5,2,1959,1
"866",159000,2472,5,2,1968,2
"867",150000,2464,2,1.5,1976,0
"868",149000,2184,5,2,1964,1
"869",134900,1592,3,2,1900,2
"870",715000,1629,3,2,1949,2
"871",729000,2100,2,2,1980,0
"872",750000,1272,3,2,1950,0
"873",750000,1791,3,2,1952,0
"874",759500,2600,4,2,2000,3
"875",349900,2510,4,2.5,1957,2
"876",590000,2664,4,4,1970,2
"877",399900,2300,4,2.5,2009,1
"878",319500,1450,4,1.5,1940,1
"879",495000,3500,6,2,1871,0
"880",749000,2959,4,3.5,1951,2
"881",869900,4486,4,4,2000,2
"882",629900,3854,5,2.5,1995,2
"883",589000,3311,4,2.5,1995,2
"884",799500,3918,4,3.5,1999,3
"885",7e+05,4000,4,3.5,2000,3
"886",409000,2400,3,2.5,1986,1
"887",419900,2564,4,2.5,1966,0
"888",579700,4000,5,3.5,2007,3
"889",549900,4817,5,4.5,2006,3
"890",479000,3223,4,3.5,1988,2
"891",339900,3034,5,2.5,1972,2
"892",334900,3018,4,3,2005,3
"893",4e+05,3960,3,1.5,1930,1
"894",599000,3555,3,3.5,2006,0
